question_id,subject_id,chapter_id,chapter_name,question_number,book_section,book_question_number,question_type,question_text,sql_code,has_sql_asset,choice_count,choice_kinds,correct_choice,explanation,question_type_encoded,choice_kind_complexity,difficulty,difficulty_label
3_6_7,3,6,고급 SQL 튜닝,7,III,91,worst_choice,Local 파티션 인덱스의 특징으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,"인덱스 파티션 키가 인덱스 선두 칼럼이어야 한다는 제약은 'Global 파티션 인덱스(Global Prefixed)'에 해당한다. Local 파티션 인덱스의 경우 파티션 키가 선두 칼럼에 올 필요가 없다.
* Local 파티션이든 Global 파티션이든, 인덱스 파티션 키가 조건절에 없으면 인덱스 사용 시 비효율이 발생한다.
* Local 파티션 인덱스의 경우, 테이블 파티션 키가 인덱스 파티션 키가 된다는 점에 주의해야 한다.",0,1,1,Medium
3_6_8,3,6,고급 SQL 튜닝,8,III,92,best_choice,"우리가 개발하고자 하는 시스템은 업무적으로 7~9월에 매출이 집중돼 있다. 아래 월별매출집계 테이블(보관주기 3년)을 파티셔닝하고, 매출연월 기준으로 각 파티션에 데이터를 고르게 분산 저장하고자 할 때, 사용할 수 있는 파티션 전략을 모두 고른 것은? [월별매출집계]
#매출연월
#고객번호
#판매지점코드
#상품구분코드
판매금액 (가) Range 파티션, (나) List 파티션, (다) Hash 파티션",,False,4,"tuple,tuple,tuple,tuple",1,"List 파티셔닝과 Range 파티셔닝 모두 가능하다. Range 파티셔닝의 경우, 예를 들어 매년 1~3, 4~6, 7,8,9, 10~12월 6개 그룹 등으로 파티셔닝하면 7~9월의 매출 집중을 분산시킬 수 있다.
Hash 파티셔닝은 정해진 파티션 개수로 파티션 키 값에 따라 DBMS가 기계적으로 분할 저장하기 때문에 월별 매출 특성을 고려한 파티셔닝을 하기가 곤란하다.",1,0,1,Medium
3_6_9,3,6,고급 SQL 튜닝,9,III,93,best_choice,"아래 실행계획과 보기의 SQL을 서로 연결할 때, 보기 SQL 중 실행계획이 없는 것은?",,False,4,"sql_query,sql_query,sql_query,sql_query",4,"④번 윈도우 함수가 사용된 SQL 실행계획에는 WINDOW SORT 오퍼레이션이 나타나야 하나, 제시된 4개의 실행계획 중에는 WINDOW SORT가 존재하지 않는다.
* ①번: SORT ORDER BY
* ②번: SORT UNIQUE
* ③번: SORT GROUP BY",1,3,1,Medium
3_6_10,3,6,고급 SQL 튜닝,10,III,94,best_choice,정렬(Sort) 오퍼레이션을 포함하지 않는 SQL은?,,False,4,"sql_query,sql_query,sql_query,sql_query",2,"union all은 정렬 오퍼레이션을 발생시키지 않는다.
④번 option 구문은 오라클의 ordered use_merge에 해당하는 MS-SQL Server 힌트다. Sort Merge 조인이므로 정렬 오퍼레이션이 발생한다.",1,3,1,Medium
3_6_11,3,6,고급 SQL 튜닝,11,III,95,best_choice,"아래 ERD와 Dictionary 조회 결과를 고려할 때, 보기 중 union 대신 union all을 사용해도 가능한 것으로 가장 적절한 것은? [EMP 테이블 ERD 구조]
# EMPNO (PK)
  ENAME
  DEPTNO
  JOB
  MGR
  SAL","SQL> select column_name, num_distinct
  2  from user_tab_columns
  3  where table_name = 'EMP';",True,4,"sql_query,sql_query,sql_query,sql_query",4,"union을 union all로 대체하려면 각 집합이 서로 배타적이고 중복 값이 없어야 한다.
① 위아래 두 집합이 서로 배타적이어야 한다.
② 위아래 각 집합에 중복 값이 없어야 한다.
③ 위아래 두 집합이 서로 배타적이지만, 각 집합에 중복 값이 있을 수 있다.
④는 PK 칼럼(empno)을 포함하기 때문에 모든 레코드가 완전 배타적이며 집합 내 중복 값도 발생하지 않으므로 union all로 대체가 가능하다.",1,3,2,Hard
3_6_12,3,6,고급 SQL 튜닝,12,III,96,worst_choice,"아래 SQL의 수행빈도가 가장 높아 시스템에 미치는 영향이 크다고 할 때, 고려할 튜닝 방안으로 가장 적절하지 않은 것은?","create index 게시판_idx on 게시판(작성일시, 게시판구분);

select *
from (
  select *
  from 게시판
  where 게시판구분 = :gubun
  and 작성일시 >= trunc(sysdate) - 1
  order by 작성일시, 작성자명
)
where rownum <= 100;",True,4,"text,text,text,text",1,"①번 방식으로 rownum 조건을 인라인 뷰(서브쿼리) 내부의 order by 수행 전으로 옮길 경우, 전체 정렬된 결과에서의 상위 100건이 아니라 임의로 추출된 100건의 데이터를 정렬하게 되어 원본 SQL과 결과 자체가 틀려지게 된다.",0,1,2,Hard
3_6_13,3,6,고급 SQL 튜닝,13,III,97,best_choice,아래의 실행계획을 참고할 때 양쪽 테이블을 동적으로 파티셔닝 하도록 유도하는 힌트로 가장 적절한 것은?,,False,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",4,"조인 키 칼럼에 해시 함수를 적용해 양쪽 테이블을 동적 파티셔닝하는 분배 방식은 HASH HASH이다. 주어진 실행계획에서는 한쪽 테이블을 BROADCAST하고 있는데, 이를 양쪽 모두 동적 파티셔닝(HASH) 하도록 유도하려면 PQ_DISTRIBUTE(테이블명 HASH HASH) 힌트를 사용해야 한다.",1,2,1,Medium
3_6_14,3,6,고급 SQL 튜닝,14,III,98,worst_choice,오라클에서 아래와 같이 nologging 옵션과 append 힌트를 사용하여 대용량 데이터를 INSERT할 때 극적인 성능개선 효과를 가져오는 원리를 설명한 것으로 가장 적절하지 않은 것은?,"alter table 수납 nologging;

insert /*+ append */ into 수납
select * from 수납임시
where 수납일시 between '20131204120000' and '20131204235959';",True,4,"text,text,text,text",1,Direct Path Insert(Append 모드) 방식으로 데이터를 입력하면 Exclusive 모드 테이블 Lock이 걸린다. 따라서 Lock을 사용하지 않는다는 설명은 적절하지 않다.,0,1,2,Hard
3_6_15,3,6,고급 SQL 튜닝,15,III,99,worst_choice,DML 튜닝방안으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",2,"오라클에서 nologging 기능(모드)은 테이블 데이터를 갱신하는 UPDATE나 DELETE 문에는 적용되지 않으며, 오직 INSERT 문(Direct Path Insert 등)일 때만 작동하여 Redo 발생량을 최소화하는 효과가 있다.",0,1,1,Medium
3_6_16,3,6,고급 SQL 튜닝,16,III,100,worst_choice,아래 두 SQL에 대한 설명으로 가장 적절하지 않은 것은?,"/* (가) */
UPDATE 급여지급 T
SET T.월급여 = (
  SELECT S.월급여
  FROM 사원 S
  WHERE S.사원번호 = T.사원번호
)
WHERE T.급여월 = '201101'
AND EXISTS (
  SELECT 1
  FROM 사원 S
  WHERE S.사원번호 = T.사원번호
  AND S.부서코드 = '30'
);

/* (나) */
MERGE INTO 급여지급 T
USING (
  SELECT S.사원번호, S.월급여
  FROM 사원 S
  WHERE S.부서코드 = '30'
) S
ON (T.급여월 = '201101' AND T.사원번호 = S.사원번호)
WHEN MATCHED THEN
  UPDATE SET T.월급여 = S.월급여;",True,4,"text,text,text,text",3,(가)의 서브쿼리를 세미조인 방식으로 변경해도 조인에 참여하는 테이블이 더 많으므로 HASH JOIN 방식으로 조인한다 하더라도 (나)보다 I/O가 더 많이 발생한다.,0,1,2,Hard
3_6_17,3,6,고급 SQL 튜닝,17,III,101,worst_choice,"야간에 단독으로 DML을 수행하는 대용량 배치 프로그램 속도를 향상 시키려고 할 때, 고려할 만한 튜닝 방안으로 가장 적절하지 않은 것은?",,False,4,"text,text,text,text",3,오라클에서 nologging 기능은 INSERT 문장에서만 효과가 있다.,0,1,1,Medium
3_6_18,3,6,고급 SQL 튜닝,18,III,102,worst_choice,테이블 또는 인덱스를 파티셔닝하는 이유로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",2,테이블이나 인덱스를 파티셔닝하면 저장 효율은 오히려 나빠질 수 있다.,0,1,1,Medium
3_6_19,3,6,고급 SQL 튜닝,19,III,103,worst_choice,파티션에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,파티션 칼럼에 대한 검색조건을 바인드 변수로 제공하더라도 Partition Pruning은 작동한다.,0,1,1,Medium
3_6_20,3,6,고급 SQL 튜닝,20,III,104,best_choice,"아래와 같이 주문 테이블을 생성하고 주문 데이터가 월평균 100만 건이라고 가정할 때, 보기 중 블록 I/O 측면에서 비효율이 없는 SQL로 가장 적절한 것은?
(단, ④번 항목 일자 테이블에 대한 블록 I/O는 소량이므로 무시하기로 함)",,False,4,"sql_query,sql_query,sql_query,sql_query",2,"①은 주문일자를 숫자 Type으로 비교 시 주문일자 칼럼은 묵시적 형변환이 발생하게 된다. 따라서 모든 파티션을 Full Scan하게 된다.
③은 파티션 키 칼럼을 가공했으므로 모든 파티션을 Full Scan하게 된다.
④는 주문 테이블이 월단위로 파티션돼 있는데 일 단위로 조회 조건을 제공하므로 각 월에 속한 일자 개수만큼 파티션 Full Scan을 반복하게 된다.",1,3,1,Medium
3_6_21,3,6,고급 SQL 튜닝,21,III,105,best_choice,"거래 테이블이 아래와 같을 때, LOCAL PREFIXED 파티션 인덱스로 가장 적절한 것은?",,False,4,"sql_query,sql_query,sql_query,sql_query",1,Local Prefixed 파티션 인덱스는 인덱스 선두 칼럼이 파티션 키인 경우를 말한다. 거래일시 기준으로 파티셔닝된 테이블에 인덱스를 Local 파티셔닝한다면 인덱스 파티션 키도 거래일시가 된다.,1,3,1,Medium
3_6_22,3,6,고급 SQL 튜닝,22,III,106,best_choice,아래를 참고할 때 거래_idx2 인덱스에 해당하는 가장 적절한 파티션 인덱스는?,,False,4,"text,text,text,text",4,"생성된 인덱스는 Local 파티션 인덱스이며, 파티션 키(거래일자)가 인덱스 선두 칼럼(계좌번호)이 아니므로 Nonprefixed 파티션이다.",1,1,1,Medium
3_6_23,3,6,고급 SQL 튜닝,23,III,107,worst_choice,배치(Batch) 프로그램 튜닝 방안으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",1,"같은 시간대에 수많은 프로그램이 집중적으로 수행되면 총 수행시간이 오히려 더 늘어난다. 자원(CPU, Memory, Disk 등)과 Lock(Latch와 같은 내부 Lock까지 포함)에 대한 경합이 발생하면서 프로세스가 실제 일한 시간보다 대기하는 시간이 더 많아지기 때문이다.",0,1,1,Medium
3_6_24,3,6,고급 SQL 튜닝,24,III,108,worst_choice,오라클 병렬 프로세싱에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,"테이블을 nologging 모드로 바꾸면 Redo Log가 생성되지 않도록 할 수 있지만, 이 기능은 append 또는 parallel 힌트를 사용해 Direct Load Insert(INSERT 문)할 때만 작동한다. UPDATE 문의 경우 항상 Redo Log를 생성한다.",0,1,1,Medium
3_6_25,3,6,고급 SQL 튜닝,25,III,109,best_choice,"주문 테이블은 주문일자 기준으로 Range 파티셔닝, 고객번호 기준으로 Hash 서브 파티셔닝 되어 있는 상태다. 고객 테이블은 비파티션(Non-partitioned) 테이블이다. 등록된 고객 수는 100만 명이고, 월 평균 주문 레코드는 2,000만 건이다. 이 상태에서 두 테이블을 조인하는 병렬 쿼리를 수행했더니 평소보다 3배 이상 오래 걸렸고, 실행계획을 확인해 보니 아래와 같았다. 오라클에서 이 병렬 쿼리의 속도를 향상시키기 위해 추가해야 할 힌트로 가장 적절한 것은?","select /*+ ordered use_hash(o) parallel(c 2) parallel(o 2) */
       o.고객번호, sum(o.주문금액), min(c.등급코드)
from 고객 c, 주문 o
where o.고객번호 = c.고객번호
and o.주문일자 between '20100901' and '20100930'
group by o.고객번호",True,4,"sql_fragment,sql_fragment,sql_fragment,sql_fragment",3,"주문 테이블이 고객번호 기준으로 Hash 서브 파티셔닝 돼 있으므로 Partial Partition Wise Join을 활용하는 것이 유리하다. 즉, 비파티션 테이블인 고객 테이블의 데이터를 주문 테이블의 파티션 기준(Hash)에 맞춰 동적으로 분배(Partition)하고, 파티션되어 있는 주문 테이블은 별도의 분배 없이 그대로(None) 읽어서 조인하도록 `pq_distribute(o partition none)` 힌트를 사용해야 한다.",1,2,2,Hard
3_7_1,3,7,Lock과 트랜잭션 동시성 제어,1,III,110,worst_choice,Lock 경합에 의한 성능 저하를 최소화하기 위한 가이드라인으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,"for update 구문을 반드시 사용해야 할 경우가 많은데, 성능을 이유로 이를 사용 못하게 하면 데이터 정합성을 해칠 수 있다. 성능보다 중요한 것은 데이터 정합성이다. nowait이나 wait 옵션을 잘 활용하면 select for update 문장을 통해 오히려 동시성을 높일 수도 있다.",0,1,1,Medium
3_7_2,3,7,Lock과 트랜잭션 동시성 제어,2,III,111,best_choice,"MS-SQL Server에서 아래 UPDATE문과 블록킹 없이 동시 수행이 가능한 SQL로 가장 적절한 것은? (단, Transaction Isolation Level을 조정하지 않았고, Snapshot 관련 데이터베이스 설정도 초기값 그대로인 상황이다.)",update emp set sal = sal * 1.1 where deptno = 20;,True,4,"sql_query,sql_query,sql_query,sql_query",4,SQL Server에서 Share Lock과 Exclusive Lock은 호환되지 않으므로 1번 SELECT문에는 블록킹이 발생할 수 있다. 4번 INSERT문은 문제의 UPDATE문과 DEPTNO가 서로 다르고 PK 중복도 없으므로 블록킹 없이 진행된다.,1,3,2,Hard
3_7_3,3,7,Lock과 트랜잭션 동시성 제어,3,III,112,best_choice,오라클 PL/SQL로 작성한 아래 프로그램을 MS-SQL Server T-SQL 구문으로 변환하고자 한다. 아래 FOR UPDATE 구문을 대신하기 위해 사용할 SQL Server 힌트로 가장 적절한 것은?,"select 적립포인트, 구매실적, 방문횟수, 최근방문일자
into v_적립포인트, v_구매실적, v_방문횟수, v_최근방문일자
from 고객
where 고객번호 = 100
FOR UPDATE;

-- do anything

update 고객 set 적립포인트 = v_적립포인트 where 고객번호 = 100;
commit;",True,4,"text,text,text,text",1,FORCESEEK은 테이블 또는 뷰의 데이터에 대한 액세스 경로로 Index Seek 연산만 사용하도록 지정하는 힌트다. READPAST는 Lock이 걸린 행은 읽지 않고 건너뛰도록 하는 힌트다. TABLOCK은 테이블 레벨 Lock을 설정하고자 할 때 사용하는 힌트다.,1,1,2,Hard
3_7_4,3,7,Lock과 트랜잭션 동시성 제어,4,III,113,best_choice,아래와 같은 락(Lock) 모니터링 결과가 발생할 수 있는 SQL로 가장 적절한 것은?,"SELECT a.SESSION_ID, a.LOCK_TYPE, a.MODE_HELD,
       a.MODE_REQUESTED, a.LOCK_ID1, a.LOCK_ID2
FROM DBA_LOCK a, V$SESSION b
WHERE a.SESSION_ID = b.SID
AND a.LOCK_TYPE IN ('Transaction', 'DML')
AND b.USERNAME = USER;",True,4,"sql_query,sql_query,sql_query,sql_query",3,테이블 Lock(=TM Lock) Exclusive 모드이므로 Append 모드로 입력한 ③번 SQL 실행 후 Lock 발생현황을 모니터링한 결과이다.,1,3,2,Hard
3_7_5,3,7,Lock과 트랜잭션 동시성 제어,5,III,114,best_choice,아래 쿼리를 수행했을 때 블로킹을 발생시키는 상황으로 적절한 것은?,"-- 세션1
INSERT INTO t1 VALUES (1);

-- 세션2
INSERT INTO t1 VALUES (1);",True,4,"text,text,text,text",3,세션1은 TX-X를 획득하고 있고 세션2는 PK 제약조건에 의해 TX-S를 요청하면서 블로킹됨,1,1,2,Hard
3_7_6,3,7,Lock과 트랜잭션 동시성 제어,6,III,115,worst_choice,데이터베이스 트랜잭션에 대한 격리성이 낮은 경우 발생할 수 있는 문제점으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,④ Isolation(트랜잭션이 실행되는 도중에 다른 트랜잭션의 영향을 받아 잘못된 결과를 만들어서는 안된다)은 데이터베이스 트랜잭션의 4가지 특성 중 하나로 문제점이 아니고 목표라고 할 수 있다.,0,1,1,Medium
3_7_7,3,7,Lock과 트랜잭션 동시성 제어,7,III,116,worst_choice,"오라클에서 아래 저장 프로시저를 두 트랜잭션(TX1, TX2)이 동시에 실행할 때 발생할 수 있는 현상으로 가장 적절하지 않은 것은? [PK]
예약현황 : 예약번호
예약변경이력 : 예약번호, 예약변경회차","create or replace procedure p (
  v_rsv_no varchar2(10),
  v_rsv_seq number
)
IS
  v_max_rsv_seq number;
begin
  delete
  from 예약변경이력
  where 예약번호 = v_rsv_no
  and 예약변경회차 = v_rsv_seq;

  insert into 예약변경이력 (예약번호, 예약변경회차)
  values (v_rsv_no, v_rsv_seq);

  select max(예약변경회차)
  into v_max_rsv_seq
  from 예약변경이력
  where 예약번호 = v_rsv_no;

  merge into 예약현황 a
  using (select v_rsv_no 예약번호,
                v_max_rsv_seq 최종예약변경회차
         from dual
        ) b
  on (a.예약번호 = v_rsv_no)
  when not matched then
    insert (예약번호, 최종예약변경회차)
    values (v_rsv_no, v_max_rsv_seq);
  when matched then
    update set 최종예약변경회차 = v_max_rsv_seq;

  commit;
end;
-- [트랜잭션]
-- TX1
exec p('2014000001', 1);

-- TX2
exec p('2014000001', 2);",True,4,"text,text,text,text",1,"예약번호가 신규일 때 동시에 실행된다면 PK제약 오류가 발생할 수 있고, TX2가 TX1보다 늦게 시작하여 먼저 종료한 경우 잘못된 값이 입력될 수 있다. 일반 DML 문은 TM 테이블 Lock을 Row Exclusive 모드로 획득하고, 서로 자원을 획득한 채 선행 트랜잭션을 대기하지는 않으므로 교착상태는 발생하지 않는다.",0,1,2,Hard
3_7_8,3,7,Lock과 트랜잭션 동시성 제어,8,III,117,best_choice,트랜잭션 내에서 쿼리를 두 번 이상 수행할 때 첫 번째 쿼리에 있던 레코드가 사라지거나 값이 바뀌는 현상을 방지해 주는 트랜잭션 격리성 수준 단계로 가장 적절한 것은?,,False,4,"text,text,text,text",3,"Read Uncommitted: 트랜잭션에서 처리 중인 아직 커밋되지 않은 데이터를 다른 트랜잭션이 읽는 것을 허용한다.
Read Committed: 트랜잭션이 커밋되어 확정된 데이터만 다른 트랜잭션이 읽도록 허용하여 dirty read 방지한다.
Repeatable Read: 트랜잭션 내에서 쿼리를 두 번 이상 수행할 때 첫 번째 쿼리에 있던 레코드가 사라지거나 값이 바뀌는 현상을 방지한다.
Serializable Read: 트랜잭션 내에서 쿼리를 두 번 이상 수행할 때 첫 번째 쿼리에 있던 레코드가 사라지거나 값이 바뀌지 않으며 새로운 레코드가 나타나지 않는다.",1,1,1,Medium
3_7_9,3,7,Lock과 트랜잭션 동시성 제어,9,III,118,best_choice,대부분의 DBMS가 채택하고 있는 기본 트랜잭션 격리성 수준(Transaction Isolation Level)은?,,False,4,"text,text,text,text",2,"대부분의 DBMS가 Read Committed를 기본 트랜잭션 격리성 수준으로 채택하고 있으므로 Dirty Read가 발생할까 걱정하지 않아도 되지만, Non-Repeatable Read, Phantom Read 현상에 대해선 세심한 주의가 필요하다.",1,1,1,Medium
3_7_10,3,7,Lock과 트랜잭션 동시성 제어,10,III,119,worst_choice,트랜잭션 동시성 제어에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,"트랜잭션 격리성 수준(Transaction Isolation Level)을 상향 조정할수록 데이터의 일관성은 높아지지만, Lock의 범위가 넓어지고 대기 시간이 늘어나므로 동시성은 낮아진다.",0,1,1,Medium
3_7_11,3,7,Lock과 트랜잭션 동시성 제어,11,III,120,best_choice,"EMP 테이블 7788번 사원의 SAL 값이 현재 1000인 상황에서 아래 TX1, TX2 두 개의 트랜잭션이 동시에 수행되었다. 양쪽 트랜잭션이 모두 완료된 시점에 오라클과 SQL Server 환경에서의 7788번 사원의 SAL 값을 순서대로 나열한 것은? (단, Transaction Isolation Level을 조정하지 않았고, Snapshot 관련 데이터베이스 설정도 초기값 그대로인 상황이다.)",,False,4,"text,text,text,text",3,오라클은 Update 문장이 시작되는 시작을 기준으로 갱신 대상 레코드를 식별하므로 TX2 트랜잭션의 update는 실패한다. 따라서 TX1 트랜잭션의 결과가 7788 사원의 최종 결과가 된다. SQL Server에서 TX2 트랜잭션은 TX1 트랜잭션이 완료될 때까지 기다린다. TX1이 끝났을 때 7788 사원의 sal 값은 2000이므로 TX2 트랜잭션이 정상적으로 진행돼 값을 3000으로 바꾼다.,1,1,1,Medium
3_7_12,3,7,Lock과 트랜잭션 동시성 제어,12,III,121,worst_choice,"다중버전 동시성 제어(Multiversion Concurrency Control, 이하 MVCC) 모델을 채택한 DBMS의 읽기 일관성 메커니즘에 대한 설명으로 가장 적절하지 않은 것은?",,False,4,"text,text,text,text",3,"MVCC 모델은 문장 수준의 읽기 일관성을 완벽히 보장하지만, 트랜잭션 수준의 읽기 일관성을 보장하지는 않는다.",0,1,1,Medium
1_2_34,1,2,데이터 모델과 SQL,34,I,34,worst_choice,"속성 a, b, c, d, e로 구성된 릴레이션에서 아래와 같은 함수 종속성(Functional Dependency)이 존재할 때, 이 릴레이션의 후보 키로 가장 적절하지 않은 것은? [아래]
ab -> cde
e -> b
d -> ab",,False,4,"keyword,keyword,keyword,keyword",3,"ab는 자신인 ab와 cde를 결정하므로 모든 속성을 결정한다. 따라서 후보 키가 된다. e -> b 양쪽에 a를 추가하면 ae -> ab 이고 ab -> cde 이므로 ae -> cde 이다. ae는 모든 속성을 결정한다. 따라서 후보 키가 된다. d -> ab이고, ab -> cde이므로 d -> cde이다. d는 모든 속성을 결정한다. 따라서 후보 키가 된다. ac는 모든 속성을 결정할 수 없다.",0,0,0,Easy
1_2_35,1,2,데이터 모델과 SQL,35,I,35,identify_normal_form,"아래 주문상세 엔터티의 주식별자가 (주문번호, 상품번호)일 때, 이 엔터티가 만족하지 않는 정규형은?",,False,4,"keyword,keyword,keyword,keyword",2,"제2정규형에서 엔터티의 일반 속성은 주식별자에 함수 종속이다. 주문상세 엔터티(entity)의 주식별자는 (주문번호, 상품번호)이지만, 상품번호 -> 상품명의 함수 종속관계가 존재하므로 부분 함수 종속이 발생하여 제2정규형에 맞지 않는다.",-1,0,0,Easy
1_2_36,1,2,데이터 모델과 SQL,36,I,36,best_choice,"아래 엔터티에 필요한 정규화와 분리된 스키마 구조로 가장 적절한 것은? [보관금원장]
관서번호, 납부자번호, 관리점번호, 관서명, 상태, 관서등록일자, 직급명, 통신번호

함수종속성(FD):
(관서번호, 납부자번호) -> (직급명, 통신번호)
(관서번호) -> (관리점번호, 관서명, 상태, 관서등록일자)",,False,4,"text,text,text,text",3,"함수 종속성의 규칙에 따라 (관서번호) -> (관리점번호, 관서명, 상태, 관서등록일자)인 부분 함수 종속성이 존재하므로 관서번호가 PK인 엔터티가 2차 정규화로 분리되어야 한다.",1,1,0,Easy
1_2_37,1,2,데이터 모델과 SQL,37,I,37,worst_choice,정규화와 성능에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",4,정규화로 인해 테이블 조인이 발생하여 오히려 조회 성능이 저하될 수도 있다. 이 때문에 조회 성능을 높이기 위해 제한적으로 반정규화를 고려하게 된다.,0,1,0,Easy
1_2_38,1,2,데이터 모델과 SQL,38,I,38,best_choice,"아래와 같이 전제조건이 있을 때 테이블에서 나타날 수 있는 현상으로 가장 적절한 것은? [전제조건]
유형기능분류코드에 해당하는 속성들은 분포도가 양호하며, SQL Where절에서 각각의 값이 상수 값으로 조건 입력될 수 있는 특징을 가진다.

[모델 테이블]
모델코드(PK), 모델명, 제품류코드, 물품가, 출하가, A유형기능분류코드1, B유형기능분류코드2, C유형기능분류코드3, ... , I유형기능분류코드9, 가로, 세로, 높이, 모델구분",,False,4,"text,text,text,text",4,"칼럼에 의한 반복적인 속성값을 갖는 형태는 속성의 원자성을 위배한 1차 정규화의 대상이 된다. 모든 반복 속성에 인덱스를 생성하면 검색 속도는 좋아지겠지만 반대로 너무 많은 인덱스 때문에 입력, 수정, 삭제의 성능이 저하되므로, 1차 정규화로 자연스럽게 문제가 해결될 수 있도록 해야 한다.",1,1,0,Easy
1_2_39,1,2,데이터 모델과 SQL,39,I,39,derive_count,"아래 논리 데이터 모델을 3차 정규화까지 수행했을 때 도출되는 엔터티 수로 가장 적절한 것은? (단, 하나의 대출자에 대해 하나의 대출번호로 여러 개의 도서 대출/반납을 관리한다고 가정하고, 엔터티 통합은 고려하지 않음)",,False,4,"value,value,value,value",3,"3차 정규화까지 수행하면 학과, 학생, 교수, LAB실이용신청, (도서)대출, 대출도서, 도서 이렇게 총 7개의 엔터티가 도출된다.",-1,0,0,Easy
1_2_40,1,2,데이터 모델과 SQL,40,I,40,fill_blanks_multi,"아래에서 빈칸에 들어갈 용어로 가장 적절한 것은? [아래]
어떤 릴레이션 R이 (    ) 이고, 기본키에 속하지 않은 속성 모두가 기본키에 이행적 함수종속이 아닐 때 (    ) 에 속한다.",,False,4,"tuple,tuple,tuple,tuple",3,"어떤 릴레이션 R이 제2정규형이고, 기본 키에 속하지 않은 속성 모두가 기본 키에 이행적 함수 종속이 아닐 때 제3정규형에 속한다.",-1,0,0,Easy
1_2_41,1,2,데이터 모델과 SQL,41,I,41,worst_choice,데이터 모델링의 정규화에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",1,"정규화는 '개념 데이터 모델'이 아닌 '논리 데이터 모델' 상세화 과정의 대표적인 활동으로, 논리 데이터 모델의 일관성을 확보하고 중복을 제거하여 속성들이 가장 적절한 엔터티에 배치되도록 함으로써 신뢰성 있는 데이터구조를 얻는 데 목적이 있다.",0,1,0,Easy
1_2_42,1,2,데이터 모델과 SQL,42,I,42,worst_choice,관계(Relationship)와 조인(Join)에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",2,"설명이 반대로 되었다. 부모의 식별자를 자식의 식별자에 포함하면 '식별 관계'이고, 부모의 식별자를 자식의 일반속성으로 상속하면 '비식별 관계'이다.",0,1,0,Easy
1_2_43,1,2,데이터 모델과 SQL,43,I,43,identify_normal_form,"아래에서 설명하는 정규형으로 가장 적절한 것은? [아래]
엔터티의 일반속성은 주식별자 전체에 종속적이어야 한다.",,False,4,"keyword,keyword,keyword,keyword",2,제2정규형에 대한 설명이다. 부분 함수 종속성을 제거하여 일반 속성이 주식별자 전체에 종속되도록 하는 것이 제2정규형이다.,-1,0,0,Easy
1_2_44,1,2,데이터 모델과 SQL,44,I,44,identify_normal_form,아래와 같이 수강지도 엔터티를 만들었을 때 이에 해당하는 정규형과 정규화의 대상으로 가장 적절한 것은?,,False,4,"tuple,tuple,tuple,tuple",1,"PK에 대해 반복이 되는 그룹(Repeating)이 존재하지 않으므로 1차 정규형이라고 할 수 있으며, 부분 함수종속의 규칙을 가지고 있으므로 2차 정규형이라고 할 수 없음. 2차 정규화의 대상이 되는 엔터티임.",-1,0,0,Easy
1_2_45,1,2,데이터 모델과 SQL,45,I,45,best_choice,고객번호를 식별자로 하는 아래 엔터티에서 필요한 정규화 작업으로 가장 적절한 것은?,,False,4,"keyword,keyword,keyword,keyword",1,1정규화로 모든 속성은 반드시 하나의 값만을 가져야 한다. (취미코드와 취미명에 여러 값이 쉼표로 나열되어 있어 원자성을 위배함),1,0,0,Easy
1_2_46,1,2,데이터 모델과 SQL,46,I,46,worst_choice,NULL에 대한 설명으로 가장 적절하지 않은 것은?,,False,4,"text,text,text,text",3,NULL은 공백문자(Empty String) 혹은 숫자 0과 동일하지 않다. 아직 정의되지 않은 값이다.,0,1,0,Easy
1_2_47,1,2,데이터 모델과 SQL,47,I,47,worst_choice,"아래와 같이 테이블을 변환하였을 때 이에 대한 설명으로 가장 적절하지 않은 것은? (단, (A)에서 주식별자는 (사번, 부서)이며, 함수 종속성 부서→사무실이 존재한다고 가정)",,False,4,"text,text,text,text",1,"해당 작업은 제1정규화가 아닌 제2정규화를 수행한 것에 해당하며, (B)는 2차 정규형뿐만 아니라 3차 정규형도 만족한다. 또한 정규화를 수행하면(테이블이 분할되면 조인이 필요하여) 일반적으로 검색 작업의 성능이 저하된다.",0,1,0,Easy
